,ship_key,call_sign,speed,year_built,length,width,tonnage,engine_type,mmsi,ship_name,ship_type
2407,2407,JSVPK,26,2012,359.0,32.0,273022.0,lng,293195091,ACTION TRADER,Bulk carrier
2408,2408,DSSJI,23,2005,325.0,38.0,295862.0,electric,692967915,ASTON TRADER,Bulk carrier
2409,2409,CMPJX,25,2019,85.0,27.0,24909.0,diesel/electric,261060532,UHL FUTURE,Other ship types
2410,2410,FNICV,25,2009,175.0,22.0,21943.0,gasoline,281993571,MELEQ,Ro-ro ship
2411,2411,3MUF8,23,2005,205.0,32.0,111538.0,lng,358096300,BREEZE,Oil tanker
2412,2412,2RREV,21,2011,209.0,31.0,91203.0,gasoline,710736584,ALDANA,Oil tanker
2413,2413,UTM4M,24,2005,118.0,15.0,11199.0,diesel,688024479,FAIRCHEM ANGEL,Chemical tanker
2414,2414,P8BBF,19,2001,145.0,27.0,18372.0,gasoline,547908771,FADIQ,Ro-ro ship
2415,2415,4PAG2,22,2006,177.0,28.0,30746.0,lng,215555604,W. B. YEATS,Ro-pax ship
2416,2416,YV87C,26,2014,295.0,36.0,129659.0,electric,536052819,CMA CGM FORT DE FRANCE,Container ship
2417,2417,4Y9HU,25,2003,160.0,39.0,257185.0,diesel,300543759,CMA CGM FORT ROYAL,Container ship
2418,2418,GWWRK,25,2018,311.0,35.0,228309.0,lng,591222131,CMA CGM FORT SAINT CHARLES,Container ship
2419,2419,G6HNC,20,2018,331.0,48.0,105646.0,diesel,366996350,CMA CGM FORT FLEUR D'EPEE,Container ship
2420,2420,X361V,20,1996,171.0,25.0,62430.0,lng,532042851,BW KIZOKU,Gas carrier
2421,2421,12OWA,25,2008,182.0,29.0,50473.0,electric,725652388,BW YUSHI,Gas carrier
2422,2422,3S3SO,18,2005,179.0,23.0,60464.0,diesel,259116052,FUTURE ACE,Gas carrier
2423,2423,OUAV8,24,2009,101.0,32.0,12327.0,gasoline,211657433,CONFIDENCE,Other ship types
2424,2424,TQ0MB,21,2016,82.0,33.0,5876.0,diesel/electric,517618070,COLOR,Other ship types
2425,2425,ECJ36,23,2013,208.0,36.0,62117.0,electric,414109218,SPERCHIOS,Oil tanker
2426,2426,VG1TS,26,2016,359.0,46.0,274805.0,gasoline,589979348,BALTIC ACE,Bulk carrier
2427,2427,AJ4DO,25,2018,320.0,46.0,268904.0,diesel/electric,530561140,ANSAC GREEN RIVER,Bulk carrier
2428,2428,A36LL,18,2011,293.0,38.0,274872.0,lng,639537573,SEATRADE GREEN,Container ship
2429,2429,UCDDY,21,1998,346.0,49.0,269323.0,gasoline,295378490,EVER GOODS,Container ship
2430,2430,0JTE5,24,2009,292.0,39.0,264250.0,gasoline,670971268,EVER GIVEN,Container ship
2431,2431,CVGGG,23,2014,180.0,49.0,216842.0,gasoline,784918757,EVER GOLDEN,Container ship
2432,2432,U7KJP,23,2005,327.0,39.0,313780.0,lng,777233214,ULTRA LYNX,Bulk carrier
2433,2433,XIPJF,19,2004,127.0,19.0,26683.0,diesel,233115922,PREVEZE 1,Chemical tanker
2434,2434,XZTMU,21,2007,353.0,46.0,377075.0,electric,546713925,UNI HORIZON,Bulk carrier
2435,2435,12JU2,21,2010,361.0,41.0,256129.0,gasoline,520537617,MEDI SERAPO,Bulk carrier
2436,2436,VWYI5,25,2015,321.0,33.0,309534.0,gasoline,287423445,ALTAIR SKY,Bulk carrier
2437,2437,BEA4O,19,2007,322.0,40.0,338833.0,electric,308613596,ULTRA PASSION,Bulk carrier
2438,2438,2Z12R,21,2010,326.0,44.0,366281.0,lng,604847814,ISHIZUCHI STAR,Bulk carrier
2439,2439,GJVSX,21,2006,362.0,35.0,281642.0,lng,202727790,SILVER OAK,Bulk carrier
2440,2440,GMP4U,19,2005,358.0,41.0,270735.0,electric,574196471,BELHAVEN,Bulk carrier
2441,2441,F3JNR,19,2017,322.0,37.0,392010.0,electric,504864294,KM LONDON,Bulk carrier
2442,2442,PDU8O,19,2011,345.0,49.0,283055.0,diesel,577057559,ULTRA ANGEL,Bulk carrier
2443,2443,7JNAP,25,2007,231.0,33.0,94997.0,gasoline,479673417,CRIMSON PEARL,Oil tanker
2444,2444,WI8NV,18,2017,82.0,20.0,15618.0,gasoline,256802509,UHL FOCUS,Other ship types
2445,2445,MVG7F,20,2016,272.0,38.0,238233.0,diesel/electric,421570346,CONTAINERSHIPS NORD,Container ship
2446,2446,WEQMY,22,2014,248.0,46.0,170126.0,diesel,557522433,CONTAINERSHIPS POLAR,Container ship
2447,2447,UTOXZ,18,2010,190.0,45.0,204902.0,lng,672522481,CONTAINERSHIPS AURORA,Container ship
2448,2448,B1RAI,26,2016,355.0,65.0,164402.0,diesel,350881333,LE CHAMPLAIN,Passenger ship
2449,2449,YK75P,23,2012,347.0,46.0,86446.0,gasoline,202537541,LE BOUGAINVILLE (MAR-19),Passenger ship
2450,2450,90G9U,19,2016,353.0,59.0,167400.0,gasoline,620201773,LE DUMONT D'URVILLE,Passenger ship
2451,2451,6E2RJ,19,2017,112.0,20.0,20719.0,diesel/electric,761257548,NORD JOY,Chemical tanker
2452,2452,0APM1,18,2014,203.0,37.0,115388.0,gasoline,478468572,RONG HUA WAN,Oil tanker
2453,2453,H4GRV,23,2009,230.0,34.0,120010.0,lng,628361428,COBALT SUN,Oil tanker
2454,2454,XI7AP,25,2016,104.0,19.0,5161.0,lng,556244960,CHEM LITHIUM,Chemical tanker
2455,2455,X9TYA,21,2014,104.0,17.0,22673.0,gasoline,532188853,CHEM MERCURY,Chemical tanker
2456,2456,CN4OA,18,2008,239.0,36.0,98697.0,electric,425991622,STAR RIVER,Oil tanker
2457,2457,0AWC0,21,2007,225.0,37.0,119605.0,diesel/electric,507116305,IBERIAN SEA,Oil tanker
2458,2458,UQX40,19,2011,240.0,33.0,94534.0,gasoline,351994969,LEVANTINE SEA,Oil tanker
2459,2459,MLNAC,26,2006,349.0,35.0,308893.0,gasoline,560933745,MEDI GINEVRA,Bulk carrier
2460,2460,AYNBW,26,2013,220.0,31.0,125973.0,diesel/electric,793644015,ALMI ATLAS,Oil tanker
2461,2461,DE0YP,26,2019,201.0,33.0,86139.0,gasoline,795575410,ALMI TITAN,Oil tanker
2462,2462,3STKW,20,2007,103.0,17.0,11068.0,diesel/electric,218000946,SATURNUS,Chemical tanker
2463,2463,7DVQX,18,2013,129.0,16.0,6697.0,diesel,773016363,MERCURIUS,Chemical tanker
2464,2464,VTXDV,26,2009,333.0,42.0,276276.0,gasoline,511894124,UNITED FUTURE,Bulk carrier
2465,2465,LOV0C,23,2019,321.0,36.0,283599.0,lng,610750776,BERGE SNAEFELL,Bulk carrier
2466,2466,W6VXM,23,2007,291.0,39.0,27401.0,diesel,599962447,GASLOG WARSAW,LNG carrier
2467,2467,BGQA6,23,2010,104.0,24.0,31330.0,gasoline,524628264,EPHESUS SEAWAYS,Ro-ro ship
2468,2468,XR9FE,18,2009,155.0,30.0,8421.0,diesel,324918791,TROY SEAWAYS,Ro-ro ship
2469,2469,0D617,18,2016,236.0,34.0,117171.0,diesel,532483179,CAP QUEBEC,Oil tanker
2470,2470,UV874,19,2004,229.0,31.0,67327.0,diesel,419257925,CAP PEMBROKE,Oil tanker
2471,2471,BG4J9,21,2018,352.0,59.0,184947.0,diesel,441886460,HANSEATIC INSPIRATION,Passenger ship
2472,2472,A1QM9,20,2007,224.0,31.0,112492.0,gasoline,409069005,BREIVIKEN,Oil tanker
2473,2473,9XSGH,22,2010,223.0,31.0,109140.0,gasoline,394361244,MORVIKEN,Oil tanker
2474,2474,BHWF7,26,2018,121.0,19.0,31659.0,electric,742361179,STREAM ARCTIC,Chemical tanker
2475,2475,7PIGG,25,2017,362.0,49.0,206657.0,gasoline,256316165,VICTORIA T,Bulk carrier
2476,2476,F7T7F,26,2012,336.0,45.0,229705.0,electric,330956315,OLYMPIA.GR,Bulk carrier
2477,2477,S60SM,26,2006,341.0,38.0,260207.0,lng,479370324,NORD PACIFIC,Bulk carrier
2478,2478,K7DCZ,23,2004,349.0,32.0,266636.0,diesel,666083904,SIRIUS SKY,Bulk carrier
2479,2479,0KJPH,25,2004,96.0,19.0,8079.0,diesel,632964725,FAIRCHEM FORTE,Chemical tanker
2480,2480,QB2EV,18,2014,202.0,34.0,76426.0,lng,465254876,ENERGY TRIUMPH,Oil tanker
2481,2481,KVTHT,20,2005,228.0,31.0,102469.0,gasoline,509580830,EIKEVIKEN,Oil tanker
2482,2482,JPYVX,26,2014,226.0,32.0,55457.0,electric,469490837,NORDIC AQUARIUS,Oil tanker
2483,2483,8C0G1,19,2007,212.0,30.0,120602.0,diesel,423079891,NORDIC TELLUS,Oil tanker
2484,2484,CWHJG,21,2003,113.0,16.0,18415.0,diesel,531994552,FURE VEN,Chemical tanker
2485,2485,FAO5I,19,2018,128.0,15.0,14707.0,diesel/electric,686038828,RAMELIA,Chemical tanker
2486,2486,GKNDG,22,2003,183.0,41.0,87552.0,diesel,458868602,CONTAINERSHIPS ARCTIC,Container ship
2487,2487,NM58T,18,2015,129.0,20.0,27163.0,lng,238050837,BOW ORION,Chemical tanker
2488,2488,QV4H3,24,2009,109.0,18.0,6130.0,gasoline,212868012,BOW OLYMPUS,Chemical tanker
2489,2489,0H9QV,19,2006,117.0,20.0,14291.0,gasoline,675129441,BOW ODYSSEY,Chemical tanker
2490,2490,T0V36,26,2014,121.0,20.0,5362.0,electric,772537711,BOW OPTIMA,Chemical tanker
2491,2491,1Z7VR,21,2009,336.0,53.0,142534.0,electric,770107761,HONDIUS,Passenger ship
2492,2492,AB4I4,19,1996,344.0,38.0,112008.0,diesel,645927197,ARKLOW WAVE,General cargo ship
2493,2493,93VSI,21,2016,331.0,46.0,145162.0,diesel,316755310,ARKLOW WIND,General cargo ship
2494,2494,VB8U2,25,2005,318.0,35.0,257924.0,diesel/electric,463684957,ARKLOW WILLOW,General cargo ship
2495,2495,4WPBW,21,1997,304.0,46.0,196887.0,lng,266690811,ARKLOW WOOD,General cargo ship
2496,2496,BGJPG,25,2019,123.0,19.0,14657.0,electric,473342476,GIOCONDA,Chemical tanker
2497,2497,QQ2Y0,19,2006,298.0,43.0,19833.0,diesel,207964642,GASLOG WINDSOR,LNG carrier
2498,2498,0YRYR,23,2004,232.0,33.0,101773.0,lng,456686057,PATRIOTIC,Oil tanker
2499,2499,54547,26,2006,200.0,30.0,56158.0,diesel/electric,607524199,HOMERIC,Oil tanker
2500,2500,7ZGFC,26,2018,211.0,32.0,61025.0,lng,550243470,RHYTHMIC,Oil tanker
2501,2501,VGMVD,25,2014,234.0,36.0,57137.0,diesel/electric,219892872,HARMONIC,Oil tanker
2502,2502,FITN3,18,2011,204.0,37.0,107161.0,diesel/electric,283202764,LITA,Oil tanker
2503,2503,240YO,25,2016,297.0,40.0,11541.0,diesel,644975759,KAIROS,LNG carrier
2504,2504,U8C8F,25,2013,347.0,33.0,218265.0,diesel/electric,530483710,HOLLY ARROW,General cargo ship
2505,2505,10R1B,25,2015,270.0,37.0,38129.0,diesel/electric,407784930,HOEGH GALLEON,LNG carrier
2506,2506,3C4L0,24,2009,125.0,19.0,5197.0,diesel,485089459,CHEMICAL EXPLORER,Chemical tanker
2507,2507,9Y11R,22,2008,234.0,32.0,109127.0,diesel,518866811,AMAZON FORTITUDE,Oil tanker
2508,2508,4IFCV,20,2001,331.0,44.0,208583.0,diesel,333909644,EVER GRADE,Container ship
2509,2509,YC4W9,25,2016,255.0,50.0,100643.0,electric,370042350,YM WELLBEING,Container ship
2510,2510,POP7Q,18,2006,340.0,49.0,175162.0,lng,264035821,YM WONDERLAND,Container ship
2511,2511,FDWKK,18,2005,250.0,32.0,224805.0,gasoline,464859750,EVER GENTLE,Container ship
2512,2512,Y9DJ5,22,2007,345.0,43.0,379237.0,gasoline,617041446,SANTA ALEXANDRA,Bulk carrier
2513,2513,8SR4C,26,2010,336.0,40.0,379599.0,diesel/electric,478940027,CONCARAN,Bulk carrier
2514,2514,K9RQ1,19,2008,323.0,40.0,228562.0,electric,319188779,SE KELLY,Bulk carrier
2515,2515,HG8I6,18,2004,331.0,35.0,297846.0,gasoline,503195326,ULTRA OSORNO,Bulk carrier
2516,2516,7JBC5,21,2017,127.0,19.0,26677.0,electric,787376311,SOUTHERN SHARK,Chemical tanker
2517,2517,DVQHJ,26,2010,239.0,30.0,65333.0,electric,201966005,ELANDRA BAY,Oil tanker
2518,2518,VSQKI,21,2019,203.0,31.0,55745.0,diesel/electric,720550484,ELANDRA SOUND,Oil tanker
2519,2519,9OY9J,21,2003,119.0,16.0,18069.0,diesel,695292161,GLOBAL GLORY,Chemical tanker
2520,2520,H7ITA,19,2019,204.0,33.0,112847.0,diesel/electric,444241733,YUFU CROWN,Oil tanker
2521,2521,8RSLN,20,2009,254.0,47.0,228377.0,diesel,530260143,BRUARFOSS,Container ship
2522,2522,P1JMG,24,2016,152.0,45.0,114639.0,diesel/electric,483643798,DETTIFOSS,Container ship
2523,2523,7C3FH,26,2004,204.0,36.0,120593.0,lng,551762769,DHT BRONCO,Oil tanker
2524,2524,NQ5OB,20,2009,212.0,36.0,90097.0,diesel,353374335,ALFA FINLANDIA,Oil tanker
2525,2525,Q81J8,23,2015,216.0,16.0,10422.0,electric,318737380,YSALINE,Ro-ro ship
2526,2526,QLJ55,23,2007,101.0,19.0,26498.0,lng,228812234,LILY PG,Chemical tanker
2527,2527,HB5KH,25,2004,323.0,49.0,250661.0,gasoline,692689738,TIAN YOU,General cargo ship
2528,2528,OOOUW,25,2008,193.0,22.0,18798.0,diesel,314566631,COLOR HYBRID,Ro-pax ship
2529,2529,NWDOG,18,2003,109.0,18.0,13353.0,diesel,296912763,ORIENTAL VIOLA,Chemical tanker
2530,2530,TUQ70,19,2009,312.0,38.0,272840.0,electric,753664325,SALIGNA,General cargo ship
2531,2531,X0I3U,20,2013,233.0,37.0,103592.0,diesel,574901941,PLATANOS,Oil tanker
2532,2532,S6RRU,22,2010,172.0,34.0,59085.0,diesel,432700584,RIAS BAIXAS KNUTSEN,Gas carrier
2533,2533,VR139,22,2009,207.0,34.0,126964.0,diesel,713140246,MARIA P. LEMOS,Oil tanker
2534,2534,X9KE1,22,2008,340.0,44.0,281995.0,gasoline,296561895,NORD BALTIC,Bulk carrier
2535,2535,LN170,23,2009,329.0,33.0,369193.0,diesel,729208201,NORD BARENTS,Bulk carrier
2536,2536,7WM6E,24,2014,92.0,18.0,6544.0,gasoline,435999292,FAIRCHEM MAKO,Chemical tanker
2537,2537,MISKF,22,2014,206.0,32.0,63859.0,lng,612379440,GAGARIN PROSPECT,Oil tanker
2538,2538,GT3FY,23,2007,218.0,30.0,88916.0,lng,476950743,LOMONOSOV PROSPECT,Oil tanker
2539,2539,W7R8F,20,2004,344.0,46.0,362388.0,diesel,235944540,MILA,Bulk carrier
2540,2540,UUW54,26,2016,239.0,33.0,109190.0,lng,539870449,MENDELEEV PROSPECT,Oil tanker
2541,2541,VBUFT,24,2019,230.0,33.0,106149.0,diesel/electric,764232937,KOROLEV PROSPECT,Oil tanker
2542,2542,YK3R3,20,2009,169.0,24.0,58799.0,diesel/electric,640704320,CLIPPER ENYO,Gas carrier
2543,2543,H7HXT,19,2002,159.0,21.0,19340.0,diesel,310052338,IGUAZU HIGHWAY,Vehicle carrier
2544,2544,DOUOE,24,2002,139.0,21.0,24912.0,diesel,603495898,VICTORIA HIGHWAY,Vehicle carrier
2545,2545,GWPKT,19,2017,350.0,47.0,392085.0,diesel/electric,720809933,DIONI.GR,Bulk carrier
2546,2546,RSN3Q,20,2018,341.0,46.0,325987.0,diesel,288774463,NIOVI. GR,Bulk carrier
2547,2547,3H99C,19,2013,206.0,36.0,118173.0,diesel,608443493,TENRYU,Oil tanker
2548,2548,CQZVF,19,2015,97.0,15.0,32856.0,gasoline,225530762,CHEMSTAR TIERRA,Chemical tanker
2549,2549,ST0FI,24,2019,95.0,19.0,24764.0,diesel,385409589,CHEMSTAR IRIS,Chemical tanker
2550,2550,X0GQQ,22,2003,95.0,20.0,11834.0,lng,202929447,CHEMICAL ENTERPRISE,Chemical tanker
2551,2551,LWIN9,18,2009,99.0,18.0,18016.0,lng,489874659,CHIOS STAR,Chemical tanker
2552,2552,NNJDH,25,2003,123.0,18.0,32404.0,diesel,580655936,OINOUSSIAN STAR,Chemical tanker
2553,2553,XC05I,23,2016,128.0,20.0,9087.0,lng,708039493,THAMES,Chemical tanker
2554,2554,PWEKW,25,2019,118.0,17.0,31579.0,diesel,286804763,TRENT,Chemical tanker
2555,2555,04KE8,20,2003,100.0,16.0,21529.0,lng,504399504,BOW EXPLORER,Chemical tanker
2556,2556,ZYJOT,20,2017,124.0,17.0,20361.0,gasoline,332712659,BOW EXCELLENCE,Chemical tanker
2557,2557,2B6Q0,22,2006,240.0,33.0,78352.0,lng,408584089,ASCONA,Oil tanker
2558,2558,1666I,24,2018,232.0,33.0,77436.0,lng,399837375,LANDBRIDGE GLORY,Oil tanker
2559,2559,AVZS3,18,2012,230.0,34.0,116467.0,electric,319081037,LANDBRIDGE WISDOM,Oil tanker
2560,2560,KUSB2,19,2011,359.0,38.0,214651.0,electric,383298348,YANGZE 11,Bulk carrier
2561,2561,W7EOB,24,2017,361.0,35.0,205943.0,gasoline,573836485,SBI LYNX,Bulk carrier
2562,2562,HRXQ4,21,2018,126.0,20.0,12445.0,diesel/electric,344462449,IONIAN STAR,Chemical tanker
2563,2563,LOFQH,23,2004,120.0,18.0,23416.0,lng,225073299,AEGEAN STAR,Chemical tanker
2564,2564,X8S8K,21,2015,104.0,18.0,5554.0,gasoline,799018741,THUN LIDKOPING,Chemical tanker
2565,2565,9BV23,23,2018,96.0,18.0,30338.0,lng,337391445,THUN LONDON,Chemical tanker
2566,2566,6VJKX,24,2007,119.0,15.0,7428.0,lng,328056937,THUN LIVERPOOL,Chemical tanker
2567,2567,EVHB4,23,2014,115.0,16.0,12013.0,diesel,743980569,THUN LIFFEY,Chemical tanker
2568,2568,06ZX0,22,2003,112.0,20.0,30834.0,lng,287941156,BALT FLOT 16,Chemical tanker
2569,2569,NPWQ1,22,2014,206.0,37.0,58458.0,gasoline,641660642,CASPIAN SEA,Oil tanker
2570,2570,LQAZT,18,2019,221.0,36.0,59103.0,diesel/electric,266267163,TYRRHENIAN SEA,Oil tanker
2571,2571,YBX4A,24,2007,236.0,32.0,51617.0,electric,518075904,NEPTUNE M,Oil tanker
2572,2572,PCR6Y,19,2016,225.0,37.0,87289.0,electric,593132551,ARCTOS,Oil tanker
2573,2573,W2JQL,25,2010,206.0,37.0,58211.0,lng,565940558,AQUILA L,Oil tanker
2574,2574,TZP8A,20,2006,225.0,34.0,76025.0,diesel/electric,505412381,STI MAGIC,Oil tanker
2575,2575,KYPJG,25,2019,123.0,17.0,31155.0,gasoline,323482629,STI MYSTERY,Chemical tanker
2576,2576,ZY4A2,18,2007,224.0,32.0,77323.0,gasoline,696780883,STI MARVEL,Oil tanker
2577,2577,0PVKG,23,2015,208.0,31.0,107705.0,diesel/electric,588701284,STI MAGNETIC,Oil tanker
2578,2578,JTFA1,26,2008,101.0,17.0,11359.0,electric,663966650,SUNRISE RAY,Chemical tanker
2579,2579,SE31W,21,2011,109.0,16.0,16206.0,diesel/electric,224400787,STREAM ATLANTIC,Chemical tanker
2580,2580,KIEV3,24,2013,125.0,19.0,6983.0,lng,252296849,FAIRCHEM THRESHER,Chemical tanker
2581,2581,VNKS1,19,2014,91.0,16.0,25959.0,lng,768772857,FAIRCHEM COPPER,Chemical tanker
2582,2582,ITNKG,18,2007,125.0,16.0,12512.0,electric,608981125,FAIRCHEM TIGER,Chemical tanker
2583,2583,B0KOB,19,2013,124.0,18.0,6316.0,electric,302576969,MOSTRAUM,Chemical tanker
2584,2584,0K4WS,24,2007,112.0,20.0,13511.0,diesel,359117968,VIKSTRAUM,Chemical tanker
2585,2585,GMGEL,19,2019,227.0,33.0,111756.0,diesel/electric,312652256,CAP PORT ARTHUR,Oil tanker
2586,2586,DHU13,22,2010,217.0,36.0,69033.0,diesel,777364022,NAVIG8 PRIDE LHJ,Oil tanker
2587,2587,YLOA8,19,1999,314.0,44.0,100651.0,lng,799049899,ICDAS-5,General cargo ship
2588,2588,BADC4,20,2011,324.0,49.0,358704.0,diesel/electric,537232158,CSSC HE MEI,Bulk carrier
2589,2589,E1HX3,25,2007,329.0,34.0,368803.0,electric,589456725,VOGE SOPHIE,Bulk carrier
2590,2590,11X6M,23,2008,350.0,42.0,215803.0,diesel,241117040,SEA EAGLE,Bulk carrier
2591,2591,FCA9D,18,2009,239.0,34.0,51094.0,diesel,671001449,HAFNIA SHANGHAI,Oil tanker
2592,2592,UJPDK,19,2007,209.0,31.0,105090.0,diesel/electric,484586919,AMPHION,Oil tanker
2593,2593,QXZMH,25,2005,217.0,35.0,98030.0,electric,661556521,AMYNTAS,Oil tanker
2594,2594,8SGRD,21,2017,233.0,31.0,92865.0,diesel/electric,256492006,ANDRONIKOS,Oil tanker
2595,2595,G94RY,20,2015,202.0,30.0,78237.0,gasoline,216508917,KHK EMPRESS,Oil tanker
2596,2596,DTHYL,18,2013,202.0,33.0,113818.0,lng,676931837,ARIZONA LADY,Oil tanker
2597,2597,V6GE1,23,2019,231.0,35.0,62718.0,diesel/electric,739187795,SPETSES LADY,Oil tanker
2598,2598,Q5XLJ,24,2019,141.0,17.0,9763.0,lng,513379392,SIXTINE,Ro-ro ship
2599,2599,K2VI0,23,2013,163.0,35.0,3678.0,lng,347593833,HERMINE,Ro-ro ship
2600,2600,RM3PJ,19,2012,93.0,15.0,14173.0,diesel/electric,543726512,ELANDRA MAPLE,Chemical tanker
2601,2601,FMSAV,22,2003,257.0,36.0,18087.0,diesel,509047814,ADRIANO KNUTSEN,LNG carrier
2602,2602,V1RU6,21,2013,218.0,37.0,82681.0,diesel/electric,534540952,NAVIG8 PRECISION,Oil tanker
2603,2603,265TV,21,2018,228.0,37.0,97260.0,diesel/electric,617680337,NAVIG8 PRESTIGE JKB,Oil tanker
2604,2604,EMPVL,25,2011,355.0,35.0,275639.0,diesel,466858885,NORD SANTIAGO,Bulk carrier
2605,2605,I1KOJ,20,2018,321.0,38.0,213240.0,lng,661607990,NORD ANNAPOLIS,Bulk carrier
2606,2606,BV299,20,2010,341.0,44.0,363788.0,diesel/electric,475895894,WESTERN DONCASTER,Bulk carrier
2607,2607,7X5X4,25,2013,360.0,44.0,372115.0,diesel/electric,350147962,GREEN GEM,Bulk carrier
2608,2608,E8VQ5,25,2014,240.0,33.0,109157.0,diesel/electric,343026605,OLYMPIC LYRA,Oil tanker
2609,2609,GEMN5,18,2004,205.0,32.0,100269.0,gasoline,304010838,FRONT SAVANNAH,Oil tanker
2610,2610,HKR5P,20,2010,211.0,33.0,80844.0,diesel,544340381,FRONT SUEZ,Oil tanker
2611,2611,CS6VS,25,2018,205.0,33.0,95687.0,gasoline,705914466,FRONT SANTIAGO,Oil tanker
2612,2612,Z9OB1,20,2011,226.0,32.0,126634.0,gasoline,249007602,FRONT SEOUL,Oil tanker
2613,2613,49H4B,25,2008,211.0,34.0,94572.0,electric,709955961,FRONT SINGAPORE,Oil tanker
2614,2614,8ROY4,18,2014,238.0,32.0,115901.0,lng,743848040,FRONT SHANGHAI,Oil tanker
2615,2615,9ZIY5,22,2013,232.0,30.0,112995.0,diesel,396477234,FRONT SILKEBORG,Oil tanker
2616,2616,FQFWO,21,2006,336.0,35.0,356316.0,diesel/electric,343775142,VENUS HARMONY,Bulk carrier
2617,2617,2A86V,20,2008,348.0,43.0,250066.0,gasoline,730402083,BERGE TARANAKI,Bulk carrier
2618,2618,6NYDC,24,2019,356.0,32.0,300317.0,diesel/electric,705840295,EARTH HARMONY,Bulk carrier
2619,2619,N25KN,19,2017,325.0,44.0,256869.0,lng,386891644,ADRIENNE,Bulk carrier
2620,2620,UHBWW,18,2017,217.0,30.0,108795.0,diesel/electric,378152548,CRUDEMED,Oil tanker
2621,2621,PVZMM,21,2008,210.0,34.0,85088.0,diesel/electric,627887661,CRUDESUN,Oil tanker
2622,2622,QWHRI,18,2002,130.0,20.0,23831.0,lng,472984265,SARA LEADER,Vehicle carrier
2623,2623,JQOS5,24,2018,171.0,32.0,19968.0,diesel,350673693,MONOCEROS LEADER,Vehicle carrier
2624,2624,IJRFW,22,2018,117.0,18.0,25335.0,electric,666486989,HOLLANDIA SEAWAYS,Ro-ro ship
2625,2625,HG835,22,2014,122.0,35.0,29403.0,diesel,386210721,HUMBRIA SEAWAYS,Ro-ro ship
2626,2626,9NJXD,26,2004,178.0,33.0,22336.0,gasoline,500602336,NIAGARA HIGHWAY,Vehicle carrier
2627,2627,QC5XP,19,2009,364.0,36.0,346544.0,electric,225703387,CMB RUBENS,Bulk carrier
2628,2628,6FENU,23,2005,332.0,42.0,246222.0,electric,727870448,NICON FUTURE,Bulk carrier
2629,2629,Z6020,22,2012,326.0,40.0,344014.0,lng,463068010,NICON FORTUNE,Bulk carrier
2630,2630,NENKF,26,2004,355.0,44.0,229266.0,gasoline,766342210,FEDERAL IBUKI,Bulk carrier
2631,2631,SHKYR,20,2002,191.0,39.0,224877.0,lng,361685935,EVER GOVERN,Container ship
2632,2632,M64TP,25,2019,172.0,40.0,234601.0,diesel/electric,204569507,EVER GREET,Container ship
2633,2633,29M8V,20,2011,352.0,45.0,327954.0,gasoline,577926846,AM KIRTI,Bulk carrier
2634,2634,WBPQG,19,2012,121.0,19.0,8733.0,diesel/electric,696043390,NORD VANQUISH,Chemical tanker
2635,2635,4975D,19,1996,139.0,30.0,64897.0,gasoline,618647889,CRYSTAL ANGEL,Gas carrier
2636,2636,TOPR5,26,2016,209.0,37.0,107927.0,diesel/electric,692991935,MARLIN MODEST,Oil tanker
2637,2637,AA785,19,2004,129.0,17.0,29737.0,gasoline,608776363,MARLIN MAVERICK,Chemical tanker
2638,2638,56MTC,18,2015,98.0,16.0,34093.0,gasoline,418040994,STI MIRACLE,Chemical tanker
2639,2639,MQJ95,25,2013,125.0,20.0,22733.0,diesel,752870646,NAVIG8 GRACE,Chemical tanker
2640,2640,H032A,23,2008,128.0,18.0,31775.0,diesel,662126536,NAVIG8 GUARD,Chemical tanker
2641,2641,V412C,24,2014,111.0,18.0,32785.0,electric,733899504,NAVIG8 GUIDE,Chemical tanker
2642,2642,529JT,26,2010,235.0,32.0,101439.0,electric,768104341,PROSTAR,Oil tanker
2643,2643,TP9AU,22,2018,205.0,32.0,121093.0,diesel/electric,375610999,PROSKY,Oil tanker
2644,2644,R3819,24,2011,223.0,35.0,67727.0,electric,607037044,CASTARA,Oil tanker
2645,2645,QH6J7,20,2008,273.0,42.0,43318.0,gasoline,521577295,LNG DUBHE,LNG carrier
2646,2646,D7BDG,20,2017,267.0,36.0,11050.0,gasoline,374684406,LNG MERAK,LNG carrier
2647,2647,FYR3A,20,2016,284.0,36.0,33503.0,diesel,213068868,LNG PHECDA,LNG carrier
2648,2648,XO0C5,19,2008,267.0,38.0,23191.0,gasoline,466259731,LNG MEGREZ,LNG carrier
2649,2649,E6912,22,2019,103.0,15.0,11848.0,gasoline,502303305,ELANDRA REDWOOD,Chemical tanker
2650,2650,RN6TZ,21,2011,110.0,17.0,5508.0,diesel/electric,393581213,ELANDRA WILLOW,Chemical tanker
2651,2651,Y28NR,25,2006,342.0,47.0,396566.0,gasoline,694795312,KAI OLDENDORFF,Bulk carrier
2652,2652,922JT,22,2003,220.0,32.0,63953.0,lng,650362109,CLIPPER EIRENE,Gas carrier
2653,2653,KNXKE,22,2016,320.0,47.0,335116.0,diesel/electric,640703199,ELECTRA.GR,Bulk carrier
2654,2654,IRPF7,20,2016,351.0,40.0,318581.0,diesel/electric,353826070,CHARISMA.GR,Bulk carrier
