ship_key,ship_name,ship_type,call_sign,speed,year_built,length,width,tonnage,engine_type,mmsi
2297,HARMONICS,Chemical tanker,UMCYD,23,2016,104.0,20.0,27872.0,diesel/electric,364338034
2298,ORIENT DYNASTY,Bulk carrier,AAY3P,19,2013,348.0,41.0,251415.0,lng,734054064
2299,NORD BISCAY,Bulk carrier,MDY5O,25,2017,352.0,34.0,245225.0,gasoline,721086513
2300,SFL TRINITY,Oil tanker,UL7QX,20,2010,237.0,31.0,79805.0,diesel/electric,306533687
2301,SFL SABINE,Oil tanker,XNDNI,24,2004,231.0,32.0,56255.0,diesel,486984484
2302,ML FREYJA,Ro-ro ship,NBQP7,18,2010,213.0,15.0,9732.0,diesel,258174526
2303,EVA HONGKONG,Chemical tanker,0WDKD,21,2014,105.0,16.0,28151.0,diesel,302112328
2304,EVA BERGEN,Chemical tanker,YXD22,22,2010,114.0,17.0,27915.0,gasoline,335120333
2305,ORIENTAL COSMOS,Chemical tanker,5SW89,25,2016,90.0,20.0,26058.0,lng,479152419
2306,NORDIC AMI,Chemical tanker,VSEGA,24,2005,119.0,15.0,9302.0,gasoline,243034026
2307,NORDIC ACE,Chemical tanker,Z6AYA,26,2005,113.0,15.0,20049.0,diesel,687840219
2308,PGC TAORMINA,Gas carrier,3H3PT,25,2017,192.0,34.0,64071.0,diesel/electric,783737093
2309,PGC EIRINI,Gas carrier,QUB3O,20,2000,223.0,31.0,67029.0,lng,491200769
2310,CLEAROCEAN MATHILDE,Chemical tanker,23Z36,26,2009,125.0,17.0,23057.0,diesel,711279337
2311,SIKINOS I,Oil tanker,AZHR1,20,2019,235.0,37.0,81688.0,gasoline,373678290
2312,BW LARISSA,Oil tanker,3BIEJ,19,2004,205.0,35.0,126333.0,gasoline,647478379
2313,BW NESO,Oil tanker,IFC18,23,2019,221.0,30.0,57606.0,diesel,283032982
2314,BW THALASSA,Oil tanker,P4HQD,22,2016,232.0,31.0,85019.0,diesel,411603528
2315,BW TRITON,Oil tanker,RDDOJ,22,2013,223.0,36.0,70140.0,diesel/electric,553750163
2316,GRETA K,Chemical tanker,UHPY9,23,2019,93.0,17.0,31956.0,lng,412028489
2317,SANTA CAROLINA,Bulk carrier,KBN5S,20,2006,344.0,48.0,342032.0,lng,589724003
2318,CLARA INSIGNIA,Bulk carrier,C2AE9,23,2014,328.0,38.0,272188.0,lng,315180709
2319,FAIRCHEM ENDURANCE,Chemical tanker,XTGBP,20,2009,99.0,17.0,26259.0,electric,505298092
2320,NS DREAM,Gas carrier,UHOZW,23,1999,141.0,35.0,53735.0,diesel,416266638
2321,FOLEGANDROS,Oil tanker,DSAKH,22,2009,223.0,35.0,91260.0,lng,312953085
2322,STH MONTREAL,Bulk carrier,OYTF1,18,2014,352.0,34.0,374494.0,diesel/electric,594812709
2323,PACIFIC GOLD,Chemical tanker,WSYUW,25,2013,120.0,19.0,32192.0,diesel,345992467
2324,HISTRIA ATLAS,Oil tanker,BKIWX,19,2010,211.0,33.0,73934.0,diesel/electric,205858252
2325,HISTRIA DIONE,Oil tanker,RLKUQ,18,2014,225.0,35.0,112550.0,diesel/electric,238436101
2326,SC SCORPIO,Chemical tanker,FMG24,26,2008,110.0,20.0,10721.0,diesel/electric,618689468
2327,SC TAURUS,Chemical tanker,AQB2C,25,2017,106.0,20.0,32018.0,electric,755791965
2328,SC VIRGO,Chemical tanker,YL3OA,21,2018,130.0,15.0,31257.0,gasoline,453419761
2329,AMBER STAR,Bulk carrier,KUP0Z,21,2013,332.0,45.0,305796.0,diesel,580127121
2330,FLORENTINE OETKER,Bulk carrier,GSLTZ,26,2012,358.0,38.0,294241.0,diesel,763727704
2331,MONDIAL IRIS,Bulk carrier,0MWNM,21,2013,350.0,45.0,312417.0,lng,471001501
2332,BELNIPPON,Bulk carrier,BVDOP,22,2016,335.0,48.0,379753.0,lng,268608343
2333,AFRICAN TOUCAN,Bulk carrier,D7DQY,23,2018,336.0,35.0,276423.0,diesel/electric,742926137
2334,LIVITA,Bulk carrier,BO1GD,20,2012,350.0,38.0,350199.0,gasoline,540818757
2335,ROYAL JADE,Bulk carrier,HE8IV,26,2007,328.0,42.0,366073.0,diesel/electric,489407373
2336,BRIGHT IMABARI,Bulk carrier,YJIVB,18,2015,332.0,44.0,232453.0,electric,782598097
2337,PEARL ISLAND,Bulk carrier,HCYPK,18,2006,333.0,43.0,360566.0,diesel/electric,545455459
2338,PROMETHEUS LIGHT,Oil tanker,V5RIE,26,2016,208.0,30.0,116039.0,diesel/electric,753433042
2339,PROMETHEUS ENERGY,Oil tanker,P2DAK,20,2009,202.0,32.0,62387.0,lng,317594447
2340,UNITED ETERNITY,Bulk carrier,9G7L5,24,2017,331.0,43.0,385422.0,electric,488641497
2341,IONIC ANAX,Oil tanker,9C2FN,24,2011,220.0,30.0,124690.0,gasoline,687955204
2342,SEA PANTHER,Oil tanker,OWE1D,20,2007,230.0,35.0,61667.0,gasoline,646733309
2343,SEA PUMA,Oil tanker,XTRNR,25,2004,222.0,32.0,60097.0,diesel,541954999
2344,MEDI PALMAROLA,Bulk carrier,IOWGM,22,2019,343.0,45.0,284106.0,gasoline,598063812
2345,NORD INDIAN,Bulk carrier,JR16W,24,2012,333.0,44.0,352671.0,electric,305288513
2346,GOODWYN ISLAND,Bulk carrier,TCZ2T,26,2013,336.0,33.0,384301.0,lng,512031981
2347,SKY PRINCESS,Passenger ship,6XHRY,21,2010,344.0,48.0,220316.0,gasoline,515184825
2348,SUPREME STAR,Bulk carrier,TEIQJ,22,2017,346.0,45.0,222831.0,diesel,348293623
2349,NORDPACIFIC,Container ship,SVK21,24,2006,198.0,46.0,160437.0,diesel,487908039
2350,NORDMAPLE,Container ship,R3EGB,25,2010,277.0,37.0,117445.0,diesel,663346885
2351,JIN ZHOU WAN,Oil tanker,FOP9Q,21,2010,223.0,33.0,110970.0,gasoline,441929662
2352,EGBERT WAGENBORG,General cargo ship,F6IN5,23,2012,364.0,38.0,274567.0,diesel/electric,665367401
2353,POESTELLA,Oil tanker,CVKFP,21,2012,222.0,37.0,96611.0,gasoline,214338559
2354,MONTE URQUIOLA,Oil tanker,UO2E4,21,2015,211.0,36.0,127313.0,gasoline,522807583
2355,MONTE ULIA,Oil tanker,2CWFB,20,2006,235.0,33.0,116283.0,gasoline,561371121
2356,ORANGE VICTORIA,Chemical tanker,DOHVM,24,2010,111.0,20.0,28942.0,electric,524610908
2357,WECO KAROLINE,Bulk carrier,6D1GP,25,2018,328.0,42.0,265008.0,diesel,532309068
2358,MSC GRANDIOSA,Passenger ship,32DME,18,2013,331.0,49.0,75381.0,diesel,380699920
2359,SANDVIKEN,Oil tanker,0J96D,26,2018,204.0,35.0,89959.0,electric,420004020
2360,SKUTEVIKEN,Oil tanker,VW6DX,26,2008,200.0,33.0,100628.0,electric,752731946
2361,BALT FLOT 14,Chemical tanker,CEBIS,26,2003,121.0,19.0,12983.0,lng,718890947
2362,BALT FLOT 15,Chemical tanker,S7XIE,24,2009,99.0,15.0,12663.0,diesel,267611532
2363,BALT FLOT 11,Oil tanker,5T070,18,2017,221.0,35.0,108245.0,gasoline,503845725
2364,NEW VISION,Oil tanker,3EY70,19,2016,209.0,34.0,80246.0,gasoline,218904375
2365,FREUD,Oil tanker,KH6KQ,20,2019,214.0,32.0,90070.0,diesel,659565722
2366,INTERMEZZO,Chemical tanker,8LUZE,23,2006,117.0,20.0,33840.0,lng,432765211
2367,FAIRCHEM BLUE SHARK,Chemical tanker,VMZ1D,22,2008,98.0,18.0,31032.0,lng,228671080
2368,CHEMICAL TRAVELLER,Chemical tanker,3G1Z5,25,2011,121.0,20.0,8409.0,diesel/electric,299841837
2369,CHEMICAL SAILOR,Chemical tanker,EX7Z5,22,2011,123.0,18.0,34922.0,electric,327404891
2370,PURPLE RAY,Chemical tanker,9F7CL,22,2019,100.0,16.0,7324.0,electric,771099977
2371,CHEMSTAR SAPPHIRE,Chemical tanker,S75UE,18,2013,128.0,16.0,34320.0,lng,263322318
2372,FEDERAL DART,Bulk carrier,SODIT,24,2011,326.0,49.0,289286.0,diesel,645559255
2373,FEDERAL NAGARA,Bulk carrier,5JZMV,26,2014,341.0,48.0,385056.0,lng,524406613
2374,FEDERAL DEE,Bulk carrier,0A7HZ,24,2019,328.0,36.0,237183.0,lng,716849150
2375,FEDERAL DELTA,Bulk carrier,8GCWX,21,2011,339.0,39.0,223922.0,gasoline,779450163
2376,MADRID BRIDGE,Container ship,RD0AQ,20,1997,242.0,45.0,278611.0,diesel,372487916
2377,ONE MINATO,Container ship,ID887,18,2010,339.0,47.0,190072.0,electric,508138589
2378,NORD COPPER,Bulk carrier,F3YRR,24,2009,354.0,47.0,374854.0,gasoline,333601298
2379,NORD COLORADO,Bulk carrier,JYDPW,21,2010,331.0,34.0,294724.0,diesel/electric,237593514
2380,NORD COLUMBIA,Bulk carrier,064D1,25,2014,352.0,35.0,273227.0,electric,453114764
2381,FAIRCHEM FORTITUDE,Chemical tanker,6DXHO,20,2019,127.0,15.0,18529.0,gasoline,527706237
2382,ONE AQUILA,Container ship,AKP4D,21,2002,299.0,32.0,124939.0,diesel,509082573
2383,ONE COLUMBA,Container ship,4KKBL,22,2005,336.0,43.0,218914.0,diesel/electric,373364685
2384,ONE GRUS,Container ship,7CGT5,19,2010,154.0,40.0,212607.0,gasoline,537481126
2385,ONE APUS,Container ship,4X0AW,18,2019,243.0,40.0,148326.0,lng,342507715
2386,ONE CYGNUS,Container ship,7O7E1,23,2003,148.0,39.0,208170.0,gasoline,670310233
2387,SUNDA,Oil tanker,XEFPY,20,2011,218.0,36.0,72940.0,electric,331086111
2388,KARIMATA,Oil tanker,NGQNE,24,2014,237.0,31.0,94966.0,lng,215860493
2389,INDONESIAN BULKER,Bulk carrier,DHVYM,18,2011,339.0,47.0,272718.0,electric,578331697
2390,APEX VOYAGER,Bulk carrier,Y89SH,19,2012,351.0,36.0,240283.0,lng,706668144
2391,AL JIMI,Bulk carrier,RWUDB,22,2004,324.0,39.0,239737.0,lng,643969226
2392,SEA ICON,Oil tanker,VD9IZ,23,2005,240.0,30.0,129312.0,electric,249684761
2393,SEA BEAUTY,Oil tanker,GVDY9,22,2018,205.0,36.0,99250.0,lng,390360233
2394,SWAN PRIDE,Chemical tanker,REG2J,24,2003,90.0,18.0,6563.0,gasoline,310375428
2395,JOSEPH WISDOM,Gas carrier,RJCBF,26,2000,221.0,20.0,58098.0,gasoline,210829361
2396,MEDI ASTORIA,Bulk carrier,SS0WJ,20,2017,351.0,42.0,233642.0,electric,474821093
2397,SANTA JOHANNA,Bulk carrier,Y8Z4Z,20,2013,352.0,38.0,232290.0,diesel,372992168
2398,SEVEN SEAS SPLENDOR,Passenger ship,INSPJ,19,2014,336.0,53.0,210332.0,lng,306941222
2399,SEA DOLPHIN,Chemical tanker,INWJ2,22,2003,127.0,18.0,30761.0,diesel,770214514
2400,STENA ESTRID,Ro-pax ship,KESWY,22,2012,143.0,20.0,34971.0,diesel/electric,702405116
2401,STENA EDDA,Ro-pax ship,UREDX,21,2015,103.0,27.0,33684.0,diesel,498927040
2402,GREEN ATTITUDE,Oil tanker,0G6RW,21,2004,211.0,35.0,87067.0,diesel,759310914
2403,ZHEN HUA 33,Other ship types,X4FF7,21,2018,155.0,26.0,21991.0,lng,393469936
2404,GEMMA,Chemical tanker,O5W5X,21,2016,130.0,17.0,5860.0,lng,270351489
2405,DIADEMA,Chemical tanker,37LMU,24,2019,109.0,15.0,14844.0,electric,530937287
2406,SAGA FAITH,General cargo ship,QGXY3,21,2009,330.0,46.0,123058.0,lng,621736640
2407,ACTION TRADER,Bulk carrier,JSVPK,26,2012,359.0,32.0,273022.0,lng,293195091
2408,ASTON TRADER,Bulk carrier,DSSJI,23,2005,325.0,38.0,295862.0,electric,692967915
2409,UHL FUTURE,Other ship types,CMPJX,25,2019,85.0,27.0,24909.0,diesel/electric,261060532
2410,MELEQ,Ro-ro ship,FNICV,25,2009,175.0,22.0,21943.0,gasoline,281993571
2411,BREEZE,Oil tanker,3MUF8,23,2005,205.0,32.0,111538.0,lng,358096300
2412,ALDANA,Oil tanker,2RREV,21,2011,209.0,31.0,91203.0,gasoline,710736584
2413,FAIRCHEM ANGEL,Chemical tanker,UTM4M,24,2005,118.0,15.0,11199.0,diesel,688024479
2414,FADIQ,Ro-ro ship,P8BBF,19,2001,145.0,27.0,18372.0,gasoline,547908771
2415,W. B. YEATS,Ro-pax ship,4PAG2,22,2006,177.0,28.0,30746.0,lng,215555604
2416,CMA CGM FORT DE FRANCE,Container ship,YV87C,26,2014,295.0,36.0,129659.0,electric,536052819
2417,CMA CGM FORT ROYAL,Container ship,4Y9HU,25,2003,160.0,39.0,257185.0,diesel,300543759
2418,CMA CGM FORT SAINT CHARLES,Container ship,GWWRK,25,2018,311.0,35.0,228309.0,lng,591222131
2419,CMA CGM FORT FLEUR D'EPEE,Container ship,G6HNC,20,2018,331.0,48.0,105646.0,diesel,366996350
2420,BW KIZOKU,Gas carrier,X361V,20,1996,171.0,25.0,62430.0,lng,532042851
2421,BW YUSHI,Gas carrier,12OWA,25,2008,182.0,29.0,50473.0,electric,725652388
2422,FUTURE ACE,Gas carrier,3S3SO,18,2005,179.0,23.0,60464.0,diesel,259116052
2423,CONFIDENCE,Other ship types,OUAV8,24,2009,101.0,32.0,12327.0,gasoline,211657433
2424,COLOR,Other ship types,TQ0MB,21,2016,82.0,33.0,5876.0,diesel/electric,517618070
2425,SPERCHIOS,Oil tanker,ECJ36,23,2013,208.0,36.0,62117.0,electric,414109218
2426,BALTIC ACE,Bulk carrier,VG1TS,26,2016,359.0,46.0,274805.0,gasoline,589979348
2427,ANSAC GREEN RIVER,Bulk carrier,AJ4DO,25,2018,320.0,46.0,268904.0,diesel/electric,530561140
2428,SEATRADE GREEN,Container ship,A36LL,18,2011,293.0,38.0,274872.0,lng,639537573
2429,EVER GOODS,Container ship,UCDDY,21,1998,346.0,49.0,269323.0,gasoline,295378490
2430,EVER GIVEN,Container ship,0JTE5,24,2009,292.0,39.0,264250.0,gasoline,670971268
2431,EVER GOLDEN,Container ship,CVGGG,23,2014,180.0,49.0,216842.0,gasoline,784918757
2432,ULTRA LYNX,Bulk carrier,U7KJP,23,2005,327.0,39.0,313780.0,lng,777233214
2433,PREVEZE 1,Chemical tanker,XIPJF,19,2004,127.0,19.0,26683.0,diesel,233115922
2434,UNI HORIZON,Bulk carrier,XZTMU,21,2007,353.0,46.0,377075.0,electric,546713925
2435,MEDI SERAPO,Bulk carrier,12JU2,21,2010,361.0,41.0,256129.0,gasoline,520537617
2436,ALTAIR SKY,Bulk carrier,VWYI5,25,2015,321.0,33.0,309534.0,gasoline,287423445
2437,ULTRA PASSION,Bulk carrier,BEA4O,19,2007,322.0,40.0,338833.0,electric,308613596
2438,ISHIZUCHI STAR,Bulk carrier,2Z12R,21,2010,326.0,44.0,366281.0,lng,604847814
2439,SILVER OAK,Bulk carrier,GJVSX,21,2006,362.0,35.0,281642.0,lng,202727790
2440,BELHAVEN,Bulk carrier,GMP4U,19,2005,358.0,41.0,270735.0,electric,574196471
2441,KM LONDON,Bulk carrier,F3JNR,19,2017,322.0,37.0,392010.0,electric,504864294
2442,ULTRA ANGEL,Bulk carrier,PDU8O,19,2011,345.0,49.0,283055.0,diesel,577057559
2443,CRIMSON PEARL,Oil tanker,7JNAP,25,2007,231.0,33.0,94997.0,gasoline,479673417
2444,UHL FOCUS,Other ship types,WI8NV,18,2017,82.0,20.0,15618.0,gasoline,256802509
2445,CONTAINERSHIPS NORD,Container ship,MVG7F,20,2016,272.0,38.0,238233.0,diesel/electric,421570346
2446,CONTAINERSHIPS POLAR,Container ship,WEQMY,22,2014,248.0,46.0,170126.0,diesel,557522433
2447,CONTAINERSHIPS AURORA,Container ship,UTOXZ,18,2010,190.0,45.0,204902.0,lng,672522481
2448,LE CHAMPLAIN,Passenger ship,B1RAI,26,2016,355.0,65.0,164402.0,diesel,350881333
2449,LE BOUGAINVILLE (MAR-19),Passenger ship,YK75P,23,2012,347.0,46.0,86446.0,gasoline,202537541
2450,LE DUMONT D'URVILLE,Passenger ship,90G9U,19,2016,353.0,59.0,167400.0,gasoline,620201773
2451,NORD JOY,Chemical tanker,6E2RJ,19,2017,112.0,20.0,20719.0,diesel/electric,761257548
2452,RONG HUA WAN,Oil tanker,0APM1,18,2014,203.0,37.0,115388.0,gasoline,478468572
2453,COBALT SUN,Oil tanker,H4GRV,23,2009,230.0,34.0,120010.0,lng,628361428
2454,CHEM LITHIUM,Chemical tanker,XI7AP,25,2016,104.0,19.0,5161.0,lng,556244960
2455,CHEM MERCURY,Chemical tanker,X9TYA,21,2014,104.0,17.0,22673.0,gasoline,532188853
2456,STAR RIVER,Oil tanker,CN4OA,18,2008,239.0,36.0,98697.0,electric,425991622
2457,IBERIAN SEA,Oil tanker,0AWC0,21,2007,225.0,37.0,119605.0,diesel/electric,507116305
2458,LEVANTINE SEA,Oil tanker,UQX40,19,2011,240.0,33.0,94534.0,gasoline,351994969
2459,MEDI GINEVRA,Bulk carrier,MLNAC,26,2006,349.0,35.0,308893.0,gasoline,560933745
2460,ALMI ATLAS,Oil tanker,AYNBW,26,2013,220.0,31.0,125973.0,diesel/electric,793644015
2461,ALMI TITAN,Oil tanker,DE0YP,26,2019,201.0,33.0,86139.0,gasoline,795575410
2462,SATURNUS,Chemical tanker,3STKW,20,2007,103.0,17.0,11068.0,diesel/electric,218000946
2463,MERCURIUS,Chemical tanker,7DVQX,18,2013,129.0,16.0,6697.0,diesel,773016363
2464,UNITED FUTURE,Bulk carrier,VTXDV,26,2009,333.0,42.0,276276.0,gasoline,511894124
2465,BERGE SNAEFELL,Bulk carrier,LOV0C,23,2019,321.0,36.0,283599.0,lng,610750776
2466,GASLOG WARSAW,LNG carrier,W6VXM,23,2007,291.0,39.0,27401.0,diesel,599962447
2467,EPHESUS SEAWAYS,Ro-ro ship,BGQA6,23,2010,104.0,24.0,31330.0,gasoline,524628264
2468,TROY SEAWAYS,Ro-ro ship,XR9FE,18,2009,155.0,30.0,8421.0,diesel,324918791
2469,CAP QUEBEC,Oil tanker,0D617,18,2016,236.0,34.0,117171.0,diesel,532483179
2470,CAP PEMBROKE,Oil tanker,UV874,19,2004,229.0,31.0,67327.0,diesel,419257925
2471,HANSEATIC INSPIRATION,Passenger ship,BG4J9,21,2018,352.0,59.0,184947.0,diesel,441886460
2472,BREIVIKEN,Oil tanker,A1QM9,20,2007,224.0,31.0,112492.0,gasoline,409069005
2473,MORVIKEN,Oil tanker,9XSGH,22,2010,223.0,31.0,109140.0,gasoline,394361244
2474,STREAM ARCTIC,Chemical tanker,BHWF7,26,2018,121.0,19.0,31659.0,electric,742361179
2475,VICTORIA T,Bulk carrier,7PIGG,25,2017,362.0,49.0,206657.0,gasoline,256316165
2476,OLYMPIA.GR,Bulk carrier,F7T7F,26,2012,336.0,45.0,229705.0,electric,330956315
2477,NORD PACIFIC,Bulk carrier,S60SM,26,2006,341.0,38.0,260207.0,lng,479370324
2478,SIRIUS SKY,Bulk carrier,K7DCZ,23,2004,349.0,32.0,266636.0,diesel,666083904
2479,FAIRCHEM FORTE,Chemical tanker,0KJPH,25,2004,96.0,19.0,8079.0,diesel,632964725
2480,ENERGY TRIUMPH,Oil tanker,QB2EV,18,2014,202.0,34.0,76426.0,lng,465254876
2481,EIKEVIKEN,Oil tanker,KVTHT,20,2005,228.0,31.0,102469.0,gasoline,509580830
2482,NORDIC AQUARIUS,Oil tanker,JPYVX,26,2014,226.0,32.0,55457.0,electric,469490837
2483,NORDIC TELLUS,Oil tanker,8C0G1,19,2007,212.0,30.0,120602.0,diesel,423079891
2484,FURE VEN,Chemical tanker,CWHJG,21,2003,113.0,16.0,18415.0,diesel,531994552
2485,RAMELIA,Chemical tanker,FAO5I,19,2018,128.0,15.0,14707.0,diesel/electric,686038828
2486,CONTAINERSHIPS ARCTIC,Container ship,GKNDG,22,2003,183.0,41.0,87552.0,diesel,458868602
2487,BOW ORION,Chemical tanker,NM58T,18,2015,129.0,20.0,27163.0,lng,238050837
2488,BOW OLYMPUS,Chemical tanker,QV4H3,24,2009,109.0,18.0,6130.0,gasoline,212868012
2489,BOW ODYSSEY,Chemical tanker,0H9QV,19,2006,117.0,20.0,14291.0,gasoline,675129441
2490,BOW OPTIMA,Chemical tanker,T0V36,26,2014,121.0,20.0,5362.0,electric,772537711
2491,HONDIUS,Passenger ship,1Z7VR,21,2009,336.0,53.0,142534.0,electric,770107761
2492,ARKLOW WAVE,General cargo ship,AB4I4,19,1996,344.0,38.0,112008.0,diesel,645927197
2493,ARKLOW WIND,General cargo ship,93VSI,21,2016,331.0,46.0,145162.0,diesel,316755310
2494,ARKLOW WILLOW,General cargo ship,VB8U2,25,2005,318.0,35.0,257924.0,diesel/electric,463684957
2495,ARKLOW WOOD,General cargo ship,4WPBW,21,1997,304.0,46.0,196887.0,lng,266690811
2496,GIOCONDA,Chemical tanker,BGJPG,25,2019,123.0,19.0,14657.0,electric,473342476
2497,GASLOG WINDSOR,LNG carrier,QQ2Y0,19,2006,298.0,43.0,19833.0,diesel,207964642
2498,PATRIOTIC,Oil tanker,0YRYR,23,2004,232.0,33.0,101773.0,lng,456686057
2499,HOMERIC,Oil tanker,54547,26,2006,200.0,30.0,56158.0,diesel/electric,607524199
2500,RHYTHMIC,Oil tanker,7ZGFC,26,2018,211.0,32.0,61025.0,lng,550243470
2501,HARMONIC,Oil tanker,VGMVD,25,2014,234.0,36.0,57137.0,diesel/electric,219892872
2502,LITA,Oil tanker,FITN3,18,2011,204.0,37.0,107161.0,diesel/electric,283202764
2503,KAIROS,LNG carrier,240YO,25,2016,297.0,40.0,11541.0,diesel,644975759
2504,HOLLY ARROW,General cargo ship,U8C8F,25,2013,347.0,33.0,218265.0,diesel/electric,530483710
2505,HOEGH GALLEON,LNG carrier,10R1B,25,2015,270.0,37.0,38129.0,diesel/electric,407784930
2506,CHEMICAL EXPLORER,Chemical tanker,3C4L0,24,2009,125.0,19.0,5197.0,diesel,485089459
2507,AMAZON FORTITUDE,Oil tanker,9Y11R,22,2008,234.0,32.0,109127.0,diesel,518866811
2508,EVER GRADE,Container ship,4IFCV,20,2001,331.0,44.0,208583.0,diesel,333909644
2509,YM WELLBEING,Container ship,YC4W9,25,2016,255.0,50.0,100643.0,electric,370042350
2510,YM WONDERLAND,Container ship,POP7Q,18,2006,340.0,49.0,175162.0,lng,264035821
2511,EVER GENTLE,Container ship,FDWKK,18,2005,250.0,32.0,224805.0,gasoline,464859750
2512,SANTA ALEXANDRA,Bulk carrier,Y9DJ5,22,2007,345.0,43.0,379237.0,gasoline,617041446
2513,CONCARAN,Bulk carrier,8SR4C,26,2010,336.0,40.0,379599.0,diesel/electric,478940027
2514,SE KELLY,Bulk carrier,K9RQ1,19,2008,323.0,40.0,228562.0,electric,319188779
2515,ULTRA OSORNO,Bulk carrier,HG8I6,18,2004,331.0,35.0,297846.0,gasoline,503195326
2516,SOUTHERN SHARK,Chemical tanker,7JBC5,21,2017,127.0,19.0,26677.0,electric,787376311
2517,ELANDRA BAY,Oil tanker,DVQHJ,26,2010,239.0,30.0,65333.0,electric,201966005
2518,ELANDRA SOUND,Oil tanker,VSQKI,21,2019,203.0,31.0,55745.0,diesel/electric,720550484
2519,GLOBAL GLORY,Chemical tanker,9OY9J,21,2003,119.0,16.0,18069.0,diesel,695292161
2520,YUFU CROWN,Oil tanker,H7ITA,19,2019,204.0,33.0,112847.0,diesel/electric,444241733
2521,BRUARFOSS,Container ship,8RSLN,20,2009,254.0,47.0,228377.0,diesel,530260143
2522,DETTIFOSS,Container ship,P1JMG,24,2016,152.0,45.0,114639.0,diesel/electric,483643798
2523,DHT BRONCO,Oil tanker,7C3FH,26,2004,204.0,36.0,120593.0,lng,551762769
2524,ALFA FINLANDIA,Oil tanker,NQ5OB,20,2009,212.0,36.0,90097.0,diesel,353374335
2525,YSALINE,Ro-ro ship,Q81J8,23,2015,216.0,16.0,10422.0,electric,318737380
2526,LILY PG,Chemical tanker,QLJ55,23,2007,101.0,19.0,26498.0,lng,228812234
2527,TIAN YOU,General cargo ship,HB5KH,25,2004,323.0,49.0,250661.0,gasoline,692689738
2528,COLOR HYBRID,Ro-pax ship,OOOUW,25,2008,193.0,22.0,18798.0,diesel,314566631
2529,ORIENTAL VIOLA,Chemical tanker,NWDOG,18,2003,109.0,18.0,13353.0,diesel,296912763
2530,SALIGNA,General cargo ship,TUQ70,19,2009,312.0,38.0,272840.0,electric,753664325
2531,PLATANOS,Oil tanker,X0I3U,20,2013,233.0,37.0,103592.0,diesel,574901941
2532,RIAS BAIXAS KNUTSEN,Gas carrier,S6RRU,22,2010,172.0,34.0,59085.0,diesel,432700584
2533,MARIA P. LEMOS,Oil tanker,VR139,22,2009,207.0,34.0,126964.0,diesel,713140246
2534,NORD BALTIC,Bulk carrier,X9KE1,22,2008,340.0,44.0,281995.0,gasoline,296561895
2535,NORD BARENTS,Bulk carrier,LN170,23,2009,329.0,33.0,369193.0,diesel,729208201
2536,FAIRCHEM MAKO,Chemical tanker,7WM6E,24,2014,92.0,18.0,6544.0,gasoline,435999292
2537,GAGARIN PROSPECT,Oil tanker,MISKF,22,2014,206.0,32.0,63859.0,lng,612379440
2538,LOMONOSOV PROSPECT,Oil tanker,GT3FY,23,2007,218.0,30.0,88916.0,lng,476950743
2539,MILA,Bulk carrier,W7R8F,20,2004,344.0,46.0,362388.0,diesel,235944540
2540,MENDELEEV PROSPECT,Oil tanker,UUW54,26,2016,239.0,33.0,109190.0,lng,539870449
2541,KOROLEV PROSPECT,Oil tanker,VBUFT,24,2019,230.0,33.0,106149.0,diesel/electric,764232937
2542,CLIPPER ENYO,Gas carrier,YK3R3,20,2009,169.0,24.0,58799.0,diesel/electric,640704320
2543,IGUAZU HIGHWAY,Vehicle carrier,H7HXT,19,2002,159.0,21.0,19340.0,diesel,310052338
2544,VICTORIA HIGHWAY,Vehicle carrier,DOUOE,24,2002,139.0,21.0,24912.0,diesel,603495898
2545,DIONI.GR,Bulk carrier,GWPKT,19,2017,350.0,47.0,392085.0,diesel/electric,720809933
2546,NIOVI. GR,Bulk carrier,RSN3Q,20,2018,341.0,46.0,325987.0,diesel,288774463
2547,TENRYU,Oil tanker,3H99C,19,2013,206.0,36.0,118173.0,diesel,608443493
2548,CHEMSTAR TIERRA,Chemical tanker,CQZVF,19,2015,97.0,15.0,32856.0,gasoline,225530762
2549,CHEMSTAR IRIS,Chemical tanker,ST0FI,24,2019,95.0,19.0,24764.0,diesel,385409589
2550,CHEMICAL ENTERPRISE,Chemical tanker,X0GQQ,22,2003,95.0,20.0,11834.0,lng,202929447
2551,CHIOS STAR,Chemical tanker,LWIN9,18,2009,99.0,18.0,18016.0,lng,489874659
2552,OINOUSSIAN STAR,Chemical tanker,NNJDH,25,2003,123.0,18.0,32404.0,diesel,580655936
2553,THAMES,Chemical tanker,XC05I,23,2016,128.0,20.0,9087.0,lng,708039493
2554,TRENT,Chemical tanker,PWEKW,25,2019,118.0,17.0,31579.0,diesel,286804763
2555,BOW EXPLORER,Chemical tanker,04KE8,20,2003,100.0,16.0,21529.0,lng,504399504
2556,BOW EXCELLENCE,Chemical tanker,ZYJOT,20,2017,124.0,17.0,20361.0,gasoline,332712659
2557,ASCONA,Oil tanker,2B6Q0,22,2006,240.0,33.0,78352.0,lng,408584089
2558,LANDBRIDGE GLORY,Oil tanker,1666I,24,2018,232.0,33.0,77436.0,lng,399837375
2559,LANDBRIDGE WISDOM,Oil tanker,AVZS3,18,2012,230.0,34.0,116467.0,electric,319081037
2560,YANGZE 11,Bulk carrier,KUSB2,19,2011,359.0,38.0,214651.0,electric,383298348
