imo,ship_name,type,issue,expiry,technical_efficiency_number
9292137,ALIANCA LEBLON,Container ship,2021-04-13,2022-06-30,21.67
9293131,CENTURY,Oil tanker,2021-10-05,2022-06-30,3.26
9293143,RIDGEBURY PALLAS,Oil tanker,2021-06-22,2022-06-30,3.35
9294379,LARS MAERSK,Container ship,2021-04-13,2022-06-30,17.52
9294381,SAFMARINE NOMAZWE,Container ship,2021-01-04,2022-06-30,17.93
9294393,SAFMARINE NOKWANDA,Container ship,2021-09-04,2022-06-30,17.52
9295268,CHICAGO EXPRESS,Container ship,2021-02-16,2022-06-30,9.4
9296119,ROLLS I,Chemical tanker,2021-06-29,2022-06-30,6.18
9296303,CHARANA NAREE,Bulk carrier,2021-03-23,2022-06-30,6.55
9298686,MAERSK IOWA,Container ship,2021-04-13,2022-06-30,19.1
9298698,MAERSK OHIO,Container ship,2021-04-13,2022-06-30,19.1
9299032,MAERSK DOUALA,Container ship,2021-04-13,2022-06-30,18.87
9299628,CMA CGM OTELLO,Container ship,2021-04-22,2022-06-30,13.3
9302449,MAERSK DAKAR,Container ship,2021-04-14,2022-06-30,19.62
9302889,GRETE MAERSK,Container ship,2021-04-23,2022-06-30,11.31
9304241,GOOD HOPE MAX,Bulk carrier,2021-05-20,2022-06-30,4.05
9305295,OPTIMAX I,General cargo ship,2021-04-29,2022-06-30,25.29
9305300,MAERSK UTAH,Container ship,2021-04-13,2022-06-30,19.02
9305312,MAERSK MONTANA,Container ship,2021-04-15,2022-06-30,19.1
9307645,BALTIC GLORY,Oil tanker,2021-04-29,2022-06-30,1.59
9312250,AZUL LIBERO,Bulk carrier,2021-03-23,2022-06-30,2.48
9312808,NYK VESTA,Container ship,2021-05-20,2022-06-30,16.06
9313101,NIGHTCRAWLER,Oil tanker,2021-04-29,2022-06-30,9.77
9313905,SEAGO ANTWERP,Container ship,2021-04-21,2022-06-30,26.67
9313917,SEAGO FELIXSTOWE,Container ship,2021-04-21,2022-06-30,26.67
9313943,SEAGO ISTANBUL,Container ship,2021-04-21,2022-06-30,26.67
9313955,SEAGO PIRAEUS,Container ship,2021-04-21,2022-06-30,26.67
9313967,SEAGO BREMERHAVEN,Container ship,2021-04-21,2022-06-30,26.67
9314210,SAFMARINE MAFADI,Container ship,2021-03-29,2022-06-30,19.02
9314844,SAN CARLOS,Oil tanker,2021-04-30,2022-06-30,6.18
9314856,SAN SEBASTIAN,Oil tanker,2021-04-30,2022-06-30,6.18
9314868,SAN FELIX,Oil tanker,2021-04-30,2022-06-30,6.18
9315197,MAERSK SELETAR,Container ship,2021-04-15,2022-06-30,16.7
9315202,MAERSK SENTOSA,Container ship,2021-04-16,2022-06-30,16.7
9315240,MAERSK SENANG,Container ship,2021-04-16,2022-06-30,16.7
9316555,AT HONOR,Oil tanker,2021-04-22,2022-06-30,14.33
9316579,OPTIMAX II,General cargo ship,2021-04-29,2022-06-30,25.29
9320245,GERD MAERSK,Container ship,2021-04-22,2022-06-30,11.3
9322700,BRO NIBE,Oil tanker,2021-04-20,2022-06-30,12.59
9323481,HANSA LIMBURG,Container ship,2021-08-03,2022-06-30,20.67
9332975,MAERSK CHICAGO,Container ship,2021-04-14,2022-06-30,15.56
9332987,MAERSK COLUMBUS,Container ship,2021-04-14,2022-06-30,15.56
9332999,MAERSK DENVER,Container ship,2021-04-16,2022-06-30,15.56
9333008,MAERSK HARTFORD,Container ship,2021-04-16,2022-06-30,15.56
9333010,MAERSK KENSINGTON,Container ship,2021-05-04,2022-06-30,15.56
9333022,MAERSK KINLOSS,Container ship,2021-04-20,2022-06-30,15.56
9333034,MAERKS DETROIT,Container ship,2021-05-04,2022-06-30,15.56
9336464,DVINA GULF,Chemical tanker,2021-05-29,2022-06-30,6.0
9342176,MAERSK PITTSBURGH,Container ship,2021-06-04,2022-06-30,15.56
9342504,MAERSK ANTARES,Container ship,2021-04-28,2022-06-30,12.94
9343728,BREMEN EXPRESS,Container ship,2021-02-16,2022-06-30,9.39
9344435,BRO ANNA,Oil tanker,2021-04-20,2022-06-30,12.54
9345623,CHAMPION PLEASURE,Oil tanker,2021-06-16,2022-06-30,3.75
9348053,MONTE AZUL,Container ship,2021-04-27,2022-06-30,17.63
9348065,MONTE ALEGRE,Container ship,2021-04-27,2022-06-30,17.63
9348077,MONTE ACONCAGUA,Container ship,2021-04-27,2022-06-30,17.27
9348649,MAERSK ATLANTA,Container ship,2021-04-14,2022-06-30,15.56
9355331,MAERSK BATAM,Container ship,2021-04-14,2022-06-30,19.27
9355343,MAERSK BULAN,Container ship,2021-04-14,2022-06-30,19.27
9356098,SAFMARINE NILE,Container ship,2021-07-04,2022-06-30,18.38
9356103,SAFMARINE NAKURU,Container ship,2021-04-04,2022-06-30,18.38
9356115,SAFMARINE NUBA,Container ship,2021-04-16,2022-06-30,18.38
9356127,MAERSK NEWPORT,Container ship,2021-06-04,2022-06-30,18.38
9356139,MAERSK NORFOLK,Container ship,2021-06-04,2022-06-30,18.38
9356165,MAERSK NAIROBI,Container ship,2021-06-04,2022-06-30,18.38
9357860,HANSA CLOPPENBURG,Container ship,2021-08-03,2022-06-30,20.81
9359026,GUNHILDE MAERSK,Container ship,2021-04-23,2022-06-30,11.08
9359052,GERDA MAERSK,Container ship,2021-04-23,2022-06-30,11.07
9364526,MARIO C,General cargo ship,2021-07-23,2022-06-30,12.03
9367695,ARDMORE SEALANCER,Oil tanker,2021-06-05,2022-06-30,5.69
9380415,DUZGIT INTEGRITY,Chemical tanker,2021-06-30,2022-06-30,9.0
9380506,ALPINE MATHILDE,Chemical tanker,2021-03-25,2022-06-30,5.83
9386304,RONALD N,Gas carrier,2021-05-14,2022-06-30,6.11
9387918,ADRIATIC WAVE,Chemical tanker,2021-04-05,2022-06-30,5.3
9391402,CAPE GUINEA,Chemical tanker,2021-08-05,2022-06-30,3.76
9393448,MIEDWIE,Bulk carrier,2021-05-26,2022-06-30,7.62
9393450,DRAWSKO,Bulk carrier,2021-05-20,2022-06-30,7.48
9393462,RESKO,Bulk carrier,2021-01-05,2022-06-30,7.64
9393474,WICKO,Bulk carrier,2021-07-05,2022-06-30,7.72
9393668,ANUKET RUBY,Chemical tanker,2021-03-25,2022-06-30,14.0
9394870,MAERSK BALI,Container ship,2021-04-14,2022-06-30,19.28
9394882,MAERSK BOGOR,Container ship,2021-04-14,2022-06-30,19.1
9394894,MAERSK BRATAN,Container ship,2021-12-04,2022-06-30,19.1
9396359,EVIE PG,Oil tanker,2021-03-06,2022-06-30,18.96
9399208,CMA CGM LEO,Container ship,2021-04-22,2022-06-30,14.5
9399741,ROBIN 4,Container ship,2021-09-03,2022-06-30,19.55
9401221,CAPE TAFT,Oil tanker,2021-04-30,2022-06-30,4.87
9402469,ANAVATOS II,Oil tanker,2021-05-14,2022-06-30,3.73
9402471,FULMAR,Oil tanker,2021-11-05,2022-06-30,3.73
9403073,LEON OETKER,Bulk carrier,2021-04-22,2022-06-30,4.32
9404716,ROLLDOCK SKY,Combination carrier,2021-06-04,2022-06-30,19.19
9407251,CAPE TAURA,Oil tanker,2021-04-30,2022-06-30,4.54
9409352,MAERSK BRANI,Container ship,2021-04-14,2022-06-30,19.1
9410741,CMA CGM AQUILA,Container ship,2021-05-28,2022-06-30,14.5
9410753,CMA CGM CALLISTO,Container ship,2021-05-28,2022-06-30,14.5
9410806,CMA CGM LYRA,Container ship,2021-05-28,2022-06-30,14.5
9415246,TRUDY,Bulk carrier,2021-08-05,2022-06-30,4.43
9415741,GEORGINA PG,Oil tanker,2021-03-06,2022-06-30,18.96
9416551,ALATAU,Oil tanker,2021-04-27,2022-06-30,3.23
9416991,NYK RUMINA,Container ship,2021-02-06,2022-06-30,20.99
9422081,GENCO MAXIMUS,Bulk carrier,2021-04-28,2022-06-30,2.8
9422378,JUNO,Bulk carrier,2021-01-05,2022-06-30,7.65
9422639,NORDIC AGNETHA,Chemical tanker,2021-05-27,2022-06-30,6.7
9422641,NORDIC AMY,Chemical tanker,2021-04-27,2022-06-30,6.71
9426300,GINGA CARACAL,Chemical tanker,2021-04-28,2022-06-30,15.0
9430363,SANTA ROSA,Container ship,2021-04-21,2022-06-30,12.5
9430387,SANTA URSULA,Container ship,2021-04-21,2022-06-30,12.5
9430399,SANTA BARBARA,Container ship,2021-04-21,2022-06-30,12.5
9430624,ORUBA,General cargo ship,2021-03-05,2022-06-30,13.59
9432232,CHARLOTTA B,Container ship,2021-06-04,2022-06-30,26.0
9434498,AMSTEL LION,Bulk carrier,2021-09-03,2022-06-30,3.66
9434515,AMSTEL TIGER,Bulk carrier,2021-11-04,2022-06-30,3.67
9436422,CARTAGENA TRADER,Container ship,2021-05-31,2022-06-30,21.06
9438248,GURONI,Chemical tanker,2021-03-05,2022-06-30,13.87
9438389,PORTHOS,General cargo ship,2021-04-17,2022-06-30,8.32
9441180,CAPE TEES,Oil tanker,2021-04-27,2022-06-30,3.39
9441207,MINDORO STAR,Chemical tanker,2021-06-05,2022-06-30,4.63
9441984,LUBIE,Bulk carrier,2021-01-05,2022-06-30,7.98
9442108,SIYA,General cargo ship,2021-01-05,2022-06-30,13.65
9442550,GINGA LYNX,Chemical tanker,2021-04-26,2022-06-30,18.0
9443401,AAMIRA,LNG carrier,2021-12-03,2022-06-30,7.58
9444716,SANTA CLARA,Container ship,2021-04-21,2022-06-30,13.35
9444728,SANTA ISABEL,Container ship,2021-08-04,2022-06-30,13.35
9445227,FPMC B LUCK,Bulk carrier,2021-05-18,2022-06-30,3.11
9445916,CAPE MOSS,Container ship,2021-05-22,2022-06-30,19.53
9446427,ALTAI,Oil tanker,2021-06-23,2022-06-30,3.24
9448047,BIRTE OLDENDORFF,Bulk carrier,2021-05-05,2022-06-30,3.7
9449819,CMA CGM CENDRILLON,Container ship,2021-04-22,2022-06-30,16.9
9450416,VIENNA EXPRESS,Container ship,2021-02-17,2022-06-30,12.76
9450600,CMA CGM FIGARO,Container ship,2021-05-28,2022-06-30,16.9
9450624,CMA CGM DALILA,Container ship,2021-02-06,2022-06-30,16.9
9450636,CMA CGM TITUS,Container ship,2021-03-06,2022-06-30,16.9
9451226,ALI KA,Chemical tanker,2021-07-04,2022-06-30,11.45
9452323,SIFTERI,General cargo ship,2021-01-05,2022-06-30,13.64
9452593,GIEWONT,Bulk carrier,2021-01-05,2022-06-30,4.24
9452608,JAWOR,Bulk carrier,2021-06-05,2022-06-30,4.26
9452610,ORNAK,Bulk carrier,2021-05-28,2022-06-30,4.26
9452622,RYSY,Bulk carrier,2021-01-05,2022-06-30,4.32
9453559,CMA CGM CHRISTOPHE COLOMB,Container ship,2021-08-06,2022-06-30,9.85
9453858,MARCILIO DIAS,Oil tanker,2021-10-06,2022-06-30,3.08
9453860,JOSE DO PATROCINIO,Oil tanker,2021-05-18,2022-06-30,3.16
9453872,MACHADO DE ASSIS,Oil tanker,2021-05-18,2022-06-30,3.18
9453884,MILTON SANTOS,Oil tanker,2021-05-18,2022-06-30,3.16
9454395,CMA CGM AMERIGO VESPUCCI,Container ship,2021-05-28,2022-06-30,13.5
9456331,JY PROGRESS,Bulk carrier,2021-04-29,2022-06-30,5.31
9456757,MAERSK EDINBURGH,Container ship,2021-04-27,2022-06-30,11.83
9456769,MAERSK EMDEN,Container ship,2021-04-27,2022-06-30,11.83
9456771,MAERSK EINDHOVEN,Container ship,2021-06-04,2022-06-30,11.83
9456783,MAERSK ESSEN,Container ship,2021-04-16,2022-06-30,11.82
9457309,BAO GLORY,Bulk carrier,2021-04-29,2022-06-30,5.5
9458030,MAERSK EDMONTON,Container ship,2021-04-23,2022-06-30,11.82
9458078,MAERSK ELBA,Container ship,2021-04-27,2022-06-30,11.82
9458092,MAERSK ESSEX,Container ship,2021-06-04,2022-06-30,11.83
9460617,PETROLINA OCEAN,Chemical tanker,2021-06-05,2022-06-30,17.12
9461051,HAMBURG EXPRESS,Container ship,2021-02-17,2022-06-30,10.39
9461477,CYPRESS,Container ship,2021-06-05,2022-06-30,16.74
9461702,HAFNIA PHOENIX,Chemical tanker,2021-08-06,2022-06-30,3.11
9461910,MED EMRE,Chemical tanker,2021-04-27,2022-06-30,12.7
9461922,MED SERHAT,Chemical tanker,2021-04-27,2022-06-30,12.7
9462029,APL SALALAH,Container ship,2021-05-16,2022-06-30,11.06
9464039,CHINTANA NAREE,Bulk carrier,2021-03-26,2022-06-30,7.89
9465394,BBC ILLINOIS,Bulk carrier,2021-04-26,2022-06-30,10.96
9470404,GOLDEN OPAL,Bulk carrier,2021-04-15,2022-06-30,4.55
9471654,POLA DEVORA,Bulk carrier,2021-06-30,2022-06-30,13.89
9471678,POLA ELISAVETA,Bulk carrier,2021-06-30,2022-06-30,13.84
9472713,FLAMURI,General cargo ship,2021-04-30,2022-06-30,13.75
9473406,BULKTEC,Bulk carrier,2021-04-26,2022-06-30,9.58
9474682,FLAG ZANNIS,Bulk carrier,2021-04-22,2022-06-30,4.33
9479204,EIBHLIN,Bulk carrier,2021-07-26,2022-06-30,6.38
9480277,PRIDE,Bulk carrier,2021-06-21,2022-06-30,5.09
9481099,FADELSIA,Bulk carrier,2021-04-27,2022-06-30,9.3
9481960,BRIGHT STAR,Bulk carrier,2021-06-22,2022-06-30,6.42
9483516,BIRGIT KNUTSEN,Chemical tanker,2021-04-30,2022-06-30,9.24
9484560,CAP JACKSON,Container ship,2021-04-28,2022-06-30,17.26
9484572,CAP JERVIS,Container ship,2021-12-04,2022-06-30,17.26
9486582,INTERLINK ACUITY,Bulk carrier,2021-05-21,2022-06-30,5.77
9492440,ADIRONDACK,Bulk carrier,2021-07-04,2022-06-30,5.18
9493999,RANGER,Bulk carrier,2021-04-22,2022-06-30,3.36
9494008,VELSHEDA,Bulk carrier,2021-04-22,2022-06-30,3.36
9496252,SOLINA,Bulk carrier,2021-01-05,2022-06-30,7.74
9496264,MAMRY,Bulk carrier,2021-06-05,2022-06-30,8.04
9496460,YM EVOLUTION,Container ship,2021-03-15,2022-06-30,16.22
9496599,YM ESSENCE,Container ship,2021-03-15,2022-06-30,16.1
9496604,YM ENLIGHTENMENT,Container ship,2021-03-15,2022-06-30,16.17
9498341,AAL BRISBANE,General cargo ship,2021-04-27,2022-06-30,9.96
9498353,AAL KEMBLA,General cargo ship,2021-05-20,2022-06-30,9.96
9498365,AAL SINGAPORE,General cargo ship,2021-04-27,2022-06-30,9.96
9498377,AAL SHANGHAI,General cargo ship,2021-04-27,2022-06-30,9.96
9498456,AAL MELBOURNE,General cargo ship,2021-04-29,2022-06-30,9.9
9498470,AAL DALIAN,General cargo ship,2021-05-20,2022-06-30,9.95
9501332,NEW YORK EXPRESS,Container ship,2021-02-18,2022-06-30,10.33
9501344,BASLE EXPRESS,Container ship,2021-02-16,2022-06-30,10.39
9501356,HONG KONG EXPRESS,Container ship,2021-02-18,2022-06-30,10.23
9501368,SHANGHAI EXPRESS,Container ship,2021-03-03,2022-06-30,10.29
9501370,ESSEN EXPRESS,Container ship,2021-10-03,2022-06-30,10.3
9502348,SAGA FLORA,General cargo ship,2021-03-31,2022-06-30,5.07
9509449,ELANDRA OAK,Chemical tanker,2021-04-30,2022-06-30,4.21
9521813,NAREW,Bulk carrier,2021-01-05,2022-06-30,10.44
9521825,RABA,Bulk carrier,2021-05-25,2022-06-30,10.23
9521849,PROSNA,Bulk carrier,2021-01-05,2022-06-30,10.04
9521863,SKAWA,Bulk carrier,2021-01-05,2022-06-30,10.11
9521875,INA,Bulk carrier,2021-01-05,2022-06-30,10.16
9524683,ILENAO,Bulk carrier,2021-04-23,2022-06-30,4.89
9525302,MAERSK CALABAR,Container ship,2021-04-22,2022-06-30,10.21
9525314,MAERSK CAPE COAST,Container ship,2021-04-13,2022-06-30,10.36
9525338,MAERSK CHENNAI,Container ship,2021-04-14,2022-06-30,10.36
9525340,MAERSK CONGO,Container ship,2021-04-13,2022-06-30,10.38
9525352,MAERSK CAPE TOWN,Container ship,2021-04-22,2022-06-30,10.18
9525390,MAERSK COLOMBO,Container ship,2021-04-14,2022-06-30,10.36
9525455,MAERSK CABO VERDE,Container ship,2021-04-28,2022-06-30,10.36
9525467,MAERSK CASABLANCA,Container ship,2021-04-24,2022-06-30,10.18
9526904,MAERSK LUZ,Container ship,2021-04-19,2022-06-30,10.02
9526954,MAERSK LOTA,Container ship,2021-06-04,2022-06-30,10.56
9526978,MAERSK LABERINTO,Container ship,2021-06-04,2022-06-30,10.56
9527025,MAERSK LINS,Container ship,2021-06-04,2022-06-30,10.56
9527051,MAERSK LAMANAI,Container ship,2021-06-04,2022-06-30,10.56
9527063,MAERSK LABREA,Container ship,2021-06-04,2022-06-30,10.56
9528134,DALMACIJA,Chemical tanker,2021-01-03,2022-06-30,4.25
9528196,MINERAL CHARLIE,Bulk carrier,2021-05-04,2022-06-30,2.4
9540833,UNIQUE INFINITY,Chemical tanker,2021-12-05,2022-06-30,5.38
9552666,FAIRCHEM ALDEBARAN,Chemical tanker,2021-09-27,2022-06-30,7.22
9558270,KN FUTURE,Bulk carrier,2021-05-31,2022-06-30,5.14
9561485,MAERSK CUNENE,Container ship,2021-04-13,2022-06-30,10.36
9577111,SCF PROGRESS,Oil tanker,2021-07-06,2022-06-30,4.28
9577628,INTERLINK EQUITY,Bulk carrier,2021-04-30,2022-06-30,5.5
9577630,INTERLINK LEVITY,Bulk carrier,2021-04-22,2022-06-30,5.74
9578787,IKAN PARANG,Bulk carrier,2021-04-23,2022-06-30,16.1
9579494,ALMI HORIZON,Oil tanker,2021-05-25,2022-06-30,3.29
9579509,ALMI GALAXY,Oil tanker,2021-05-25,2022-06-30,3.29
9579511,ALMI GLOBE,Oil tanker,2021-05-25,2022-06-30,3.33
9579523,ALMI SKY,Oil tanker,2021-05-25,2022-06-30,3.04
9579535,ALMI SUN,Oil tanker,2021-05-25,2022-06-30,3.04
9579547,ALMI EXPLORER,Oil tanker,2021-05-25,2022-06-30,3.04
9579559,ALMI ODYSSEY,Oil tanker,2021-05-25,2022-06-30,3.03
9579561,ALMI NAVIGATOR,Oil tanker,2021-05-25,2022-06-30,3.04
9579585,ALMI VOYAGER,Oil tanker,2021-05-25,2022-06-30,3.04
9581019,DUZGIT DIGNITY,Chemical tanker,2021-06-30,2022-06-30,98.0
9581667,FPMC 29,Chemical tanker,2021-05-19,2022-06-30,3.11
9582427,DVADESETPRVI MAJ,Bulk carrier,2021-08-03,2022-06-30,6.07
9583029,NORD SEAL,Bulk carrier,2021-04-30,2022-06-30,4.12
9583237,PORT STAR,Bulk carrier,2021-01-03,2022-06-30,3.52
9583720,ALMI HYDRA,Oil tanker,2021-05-25,2022-06-30,2.12
9585871,MONTESPERANZA,Oil tanker,2021-04-20,2022-06-30,2.81
9588146,BRIGHTWAY,Oil tanker,2021-12-05,2022-06-30,3.13
9588469,NORDIC ZENITH,Oil tanker,2021-04-27,2022-06-30,3.15
9590319,FAIRWAY,Oil tanker,2021-12-05,2022-06-30,3.29
9590711,KING GREGORY,Oil tanker,2021-09-06,2022-06-30,4.88
9590723,LADY MALOU,Oil tanker,2021-09-06,2022-06-30,4.93
9591674,DARYA MA,Bulk carrier,2021-10-03,2022-06-30,3.81
9592264,NISSOS SERIFOS,Oil tanker,2021-04-28,2022-06-30,3.64
9592290,NISSOS PAROS,Oil tanker,2021-04-28,2022-06-30,3.59
9592305,NISSOS DELOS,Oil tanker,2021-04-28,2022-06-30,3.59
9593660,KOTA BAGUS,Combination carrier,2021-04-17,2022-06-30,11.58
9594286,VECTIS EAGLE,General cargo ship,2021-04-27,2022-06-30,10.6
9594298,VECTIS FALCON,General cargo ship,2021-04-27,2022-06-30,10.8
9594315,VECTIS OSPREY,General cargo ship,2021-04-27,2022-06-30,11.0
9594822,EAGLE SAN ANTONIO,Oil tanker,2021-02-06,2022-06-30,3.02
9594834,EAGLE SAN DIEGO,Oil tanker,2021-03-22,2022-06-30,3.12
9594858,EAGLE SAN PEDRO,Oil tanker,2021-03-22,2022-06-30,3.0
9594901,FULHAM ROAD,Oil tanker,2021-04-21,2022-06-30,4.48
9595369,IONIC HALO,Bulk carrier,2021-06-04,2022-06-30,6.39
9595371,IONIC HUNTRESS,Bulk carrier,2021-06-04,2022-06-30,6.26
9596040,NORDRHONE,Bulk carrier,2021-08-05,2022-06-30,5.04
9596052,NORDSEINE,Bulk carrier,2021-08-05,2022-06-30,5.02
9596258,HOUYOSHI EXPRESS II,Chemical tanker,2021-04-29,2022-06-30,6.07
9596973,RED,Oil tanker,2021-05-04,2022-06-30,3.41
9597484,APL NEW YORK,Container ship,2021-05-28,2022-06-30,11.69
9597501,APL PHOENIX,Container ship,2021-05-28,2022-06-30,11.72
9597769,FIORELA,Bulk carrier,2021-04-27,2022-06-30,7.49
9600932,FRONT ULL,Oil tanker,2021-05-17,2022-06-30,2.0
9600944,FRONT IDUN,Oil tanker,2021-05-24,2022-06-30,3.13
9601302,APL PARIS,Container ship,2021-03-06,2022-06-30,10.94
9601314,APL DUBLIN,Container ship,2021-05-16,2022-06-30,10.85
9602710,JO ROWAN,Chemical tanker,2021-04-30,2022-06-30,10.83
9602722,JO REDWOOD,Chemical tanker,2021-04-30,2022-06-30,10.83
9604017,YANGZE 12,Bulk carrier,2021-04-30,2022-06-30,3.73
9605633,BLUMENAU,Bulk carrier,2021-04-22,2022-06-30,3.39
9605645,BELO HORIZONTE,Bulk carrier,2021-04-22,2022-06-30,3.41
9606120,VALOVINE,Bulk carrier,2021-06-16,2022-06-30,5.1
9607203,BW KESTREL,Oil tanker,2021-04-28,2022-06-30,4.34
9607423,EPHESOS,Oil tanker,2021-04-29,2022-06-30,3.24
9608673,IONIC HAWK,Bulk carrier,2021-06-04,2022-06-30,6.24
9610781,NIKOLAY ZUYEV,Oil tanker,2021-07-06,2022-06-30,3.55
9610810,VIKTOR BAKAEV,Oil tanker,2021-07-06,2022-06-30,3.49
9611943,SEA MARATHON,Bulk carrier,2021-09-03,2022-06-30,3.93
9613006,LEVERKUSEN EXPRESS,Container ship,2021-02-18,2022-06-30,10.57
9613020,ULSAN EXPRESS,Container ship,2021-02-17,2022-06-30,10.31
9613836,SAGA FUTURE,General cargo ship,2021-04-26,2022-06-30,5.11
9613848,SAGA FALCON,General cargo ship,2021-04-26,2022-06-30,5.13
9613850,SAGA FRIGG,General cargo ship,2021-03-31,2022-06-30,5.13
9613862,SAGA FJORD,General cargo ship,2021-04-30,2022-06-30,5.01
9613874,SAGA FRAM,General cargo ship,2021-01-04,2022-06-30,5.13
9614103,ERASMOS,Bulk carrier,2021-04-28,2022-06-30,5.72
9616905,HAMPTON BRIDGE,Bulk carrier,2021-01-04,2022-06-30,6.0
9617698,CORAL ENERGY,Gas carrier,2021-04-30,2022-06-30,14.73
9617959,HAFNIA LIBRA,Oil tanker,2021-06-30,2022-06-30,7.78
9619531,YASA HAWK,Chemical tanker,2021-02-16,2022-06-30,4.2
9619543,YASA SEAGULL,Chemical tanker,2021-09-04,2022-06-30,4.13
9619907,MAERSK MC-KINNEY MOLLER,Container ship,2021-04-20,2022-06-30,7.39
9619919,MAJESTIC MAERSK,Container ship,2021-04-20,2022-06-30,7.39
9619921,MARY MAERSK,Container ship,2021-04-20,2022-06-30,7.39
9619933,MARIE MAERSK,Container ship,2021-04-20,2022-06-30,7.39
9619945,MADISON MAERSK,Container ship,2021-04-19,2022-06-30,7.39
9619957,MAGLEBY MAERSK,Container ship,2021-06-04,2022-06-30,7.37
9619969,MARIBO MAERSK,Container ship,2021-04-20,2022-06-30,7.39
9619971,MARSTAL MAERSK,Container ship,2021-04-21,2022-06-30,7.39
9619983,MATZ MAERSK,Container ship,2021-04-21,2022-06-30,7.39
9619995,MAYVIEW MAERSK,Container ship,2021-04-21,2022-06-30,7.39
9621596,BORA BORA,Oil tanker,2021-03-25,2022-06-30,4.34
9622203,CAP SAN NICOLAS,Container ship,2021-04-28,2022-06-30,9.79
9622215,CAP SAN MARCO,Container ship,2021-04-23,2022-06-30,9.79
9622227,CAP SAN LORENZO,Container ship,2021-04-23,2022-06-30,9.79
9622239,CAP SAN AUGUSTIN,Container ship,2021-04-23,2022-06-30,9.79
9622241,CAP SAN ANTONIO,Container ship,2021-04-22,2022-06-30,9.79
9622253,CAP SAN RAPHAEL,Container ship,2021-04-23,2022-06-30,9.79
9623544,SUPER LUNA,Bulk carrier,2021-05-19,2022-06-30,3.99
9626132,VECTIS PRIDE,General cargo ship,2021-04-27,2022-06-30,9.6
9626144,VECTIS PROGRESS,General cargo ship,2021-04-27,2022-06-30,9.3
9626156,VECTIS ISLE,General cargo ship,2021-04-27,2022-06-30,9.4
9629562,SEAPRIDE,Chemical tanker,2021-04-26,2022-06-30,5.39
9629926,STI AMBER,Oil tanker,2021-01-04,2022-06-30,5.27
9629940,STI RUBY,Oil tanker,2021-01-04,2022-06-30,5.19
9629952,STI GARNET,Oil tanker,2021-01-04,2022-06-30,5.26
9629964,STI ONYX,Oil tanker,2021-09-04,2022-06-30,5.2
9631682,CRYSTAL SUNRISE,Gas carrier,2021-05-05,2022-06-30,5.04
9632026,APL FULLERTON,Container ship,2021-05-28,2022-06-30,10.4
9632040,APL SENTOSA,Container ship,2021-05-28,2022-06-30,10.5
9632064,MERETE MAERSK,Container ship,2021-04-21,2022-06-30,7.42
9632090,MOGENS MAERSK,Container ship,2021-04-21,2022-06-30,7.42
9632105,MORTEN MAERSK,Container ship,2021-02-04,2022-06-30,7.42
9632117,MUNKEBO MAERSK,Container ship,2021-04-04,2022-06-30,7.42
9632129,MAREN MAERSK,Container ship,2021-04-20,2022-06-30,7.42
9632131,MARGRETHE MAERSK,Container ship,2021-04-20,2022-06-30,7.42
9632143,MARCHEN MAERSK,Container ship,2021-04-21,2022-06-30,7.42
9632155,METTE MAERSK,Container ship,2021-04-21,2022-06-30,7.42
9632167,MARIT MAERSK,Container ship,2021-06-04,2022-06-30,7.42
9632179,MATHILDE MAERSK,Container ship,2021-02-04,2022-06-30,7.42
9632208,APL DETROIT,Container ship,2021-05-28,2022-06-30,11.72
9632210,APL MEXICO CITY,Container ship,2021-05-28,2022-06-30,11.79
9632480,MAERSK RUBICON,Container ship,2021-04-28,2022-06-30,11.49
9635834,BW CHEETAH,Oil tanker,2021-04-28,2022-06-30,4.25
9635846,BW TIGER,Oil tanker,2021-04-28,2022-06-30,4.16
9635858,BW JAGUAR,Oil tanker,2021-04-28,2022-06-30,4.22
9636967,AIDAPERLA,Passenger ship,2021-05-22,2022-06-30,7.88
9637076,ARDMORE SEAVANTAGE,Chemical tanker,2021-04-05,2022-06-30,4.88
9644524,SAGA FORTUNE,General cargo ship,2021-01-04,2022-06-30,4.98
9645396,FRIJSENBORG,Ro-ro ship,2021-07-28,2022-06-30,11.96
9645401,AFFINITY V,Oil tanker,2021-06-16,2022-06-30,2.99
9645413,SPIRIT II,Oil tanker,2021-06-16,2022-06-30,3.02
9645425,AEGEAN DREAM,Oil tanker,2021-07-04,2022-06-30,2.86
9645437,AEGEAN VISION,Oil tanker,2021-07-04,2022-06-30,2.88
9645762,STI LE ROCHER,Oil tanker,2021-03-25,2022-06-30,5.23
9645786,STI FONTVIEILLE,Oil tanker,2021-03-25,2022-06-30,5.26
9645798,STI VILLE,Oil tanker,2021-03-27,2022-06-30,5.25
9646663,APOLLON,Bulk carrier,2021-06-04,2022-06-30,3.9
9646675,ORPHEUS,Bulk carrier,2021-06-04,2022-06-30,3.87
9646699,ARDENNES,Bulk carrier,2021-11-05,2022-06-30,5.43
9646728,ABYSSINIAN,Bulk carrier,2021-11-05,2022-06-30,5.43
9646730,ASTURCON,Bulk carrier,2021-11-05,2022-06-30,5.43
9646742,AZTECA,Bulk carrier,2021-11-05,2022-06-30,5.43
9647473,MSC VENICE,Container ship,2021-10-03,2022-06-30,8.58
